# Player co-occurrence graph for AC Milan
# Format: player1	player2	total_weight	seasons
Alessandro Nesta	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Alessandro Nesta	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Alessandro Nesta	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Alessandro Nesta	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Andriy Shevchenko	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andrea Pirlo	Brahim Diaz	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Cafu	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Christian Pulisic	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Andrea Pirlo	Clarence Seedorf	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Davide Calabria	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Fikayo Tomori	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Filippo Inzaghi	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Andrea Pirlo	Gennaro Gattuso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Gianluigi Donnarumma	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Andrea Pirlo	Ismael Bennacer	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Andrea Pirlo	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andrea Pirlo	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Andriy Shevchenko	Brahim Diaz	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Cafu	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Christian Pulisic	10	[2010,2012,2013,2014,2016,2017,2018,2019,2021,2023]
Andriy Shevchenko	Clarence Seedorf	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Davide Calabria	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Fikayo Tomori	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Filippo Inzaghi	11	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2023]
Andriy Shevchenko	Gennaro Gattuso	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Gianluigi Donnarumma	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Ismael Bennacer	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Kaka	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Mike Maignan	9	[2010,2011,2012,2013,2016,2018,2019,2020,2023]
Andriy Shevchenko	Olivier Giroud	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Paolo Maldini	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Rafael Leao	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Samuel Chukwueze	11	[2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Sandro Tonali	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Simon Kjær	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Theo Hernandez	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Andriy Shevchenko	Zlatan Ibrahimović	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2023]
Brahim Diaz	Cafu	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Christian Pulisic	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Brahim Diaz	Clarence Seedorf	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Davide Calabria	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Fikayo Tomori	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Filippo Inzaghi	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Brahim Diaz	Gennaro Gattuso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Gianluigi Donnarumma	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Brahim Diaz	Ismael Bennacer	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Brahim Diaz	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Brahim Diaz	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Christian Pulisic	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cafu	Clarence Seedorf	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Davide Calabria	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Fikayo Tomori	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Filippo Inzaghi	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Cafu	Gennaro Gattuso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Gianluigi Donnarumma	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Cafu	Ismael Bennacer	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Cafu	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cafu	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Christian Pulisic	Clarence Seedorf	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Davide Calabria	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Fikayo Tomori	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Filippo Inzaghi	12	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024]
Christian Pulisic	Gennaro Gattuso	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Gianluigi Donnarumma	12	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2023,2024]
Christian Pulisic	Ismael Bennacer	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Kaka	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Mike Maignan	10	[2010,2012,2013,2015,2016,2018,2019,2022,2023,2024]
Christian Pulisic	Olivier Giroud	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Paolo Maldini	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Rafael Leao	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Samuel Chukwueze	12	[2010,2012,2013,2014,2015,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Sandro Tonali	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Simon Kjær	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Theo Hernandez	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Christian Pulisic	Zlatan Ibrahimović	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Clarence Seedorf	Davide Calabria	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Fikayo Tomori	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Filippo Inzaghi	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Clarence Seedorf	Gennaro Gattuso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Gianluigi Donnarumma	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Clarence Seedorf	Ismael Bennacer	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Clarence Seedorf	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Clarence Seedorf	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Fikayo Tomori	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Filippo Inzaghi	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Davide Calabria	Gennaro Gattuso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Gianluigi Donnarumma	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Davide Calabria	Ismael Bennacer	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Davide Calabria	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Davide Calabria	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Filippo Inzaghi	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Fikayo Tomori	Gennaro Gattuso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Gianluigi Donnarumma	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Fikayo Tomori	Ismael Bennacer	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Fikayo Tomori	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fikayo Tomori	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Filippo Inzaghi	Gennaro Gattuso	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Gianluigi Donnarumma	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2023,2024]
Filippo Inzaghi	Ismael Bennacer	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Kaka	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Olivier Giroud	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Paolo Maldini	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Rafael Leao	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Samuel Chukwueze	13	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Sandro Tonali	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Simon Kjær	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Theo Hernandez	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Filippo Inzaghi	Zlatan Ibrahimović	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gennaro Gattuso	Gianluigi Donnarumma	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gennaro Gattuso	Ismael Bennacer	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Gennaro Gattuso	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gennaro Gattuso	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gianluigi Donnarumma	Ismael Bennacer	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Kaka	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Mike Maignan	11	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2023,2024]
Gianluigi Donnarumma	Olivier Giroud	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Paolo Maldini	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Rafael Leao	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Samuel Chukwueze	13	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Sandro Tonali	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Simon Kjær	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Theo Hernandez	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Gianluigi Donnarumma	Zlatan Ibrahimović	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Ismael Bennacer	Kaka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Ismael Bennacer	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Simon Kjær	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Theo Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ismael Bennacer	Zlatan Ibrahimović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kaka	Mike Maignan	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Kaka	Olivier Giroud	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kaka	Paolo Maldini	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kaka	Rafael Leao	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kaka	Samuel Chukwueze	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Kaka	Sandro Tonali	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
