# Player co-occurrence graph for Bayern Munich
# Format: player1	player2	total_weight	seasons
Bastian Schweinsteiger	Joshua Kimmich	10	[2010,2011,2014,2016,2017,2018,2020,2022,2023,2024]
Bastian Schweinsteiger	Kingsley Coman	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2022,2023,2024]
Bastian Schweinsteiger	Leon Goretzka	13	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Leroy Sane	12	[2010,2011,2013,2014,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Mario Mandzukic	13	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Mats Hummels	12	[2010,2011,2012,2013,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Matthijs de Ligt	13	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Oliver Kahn	11	[2010,2011,2013,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Philipp Lahm	12	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2022,2023,2024]
Bastian Schweinsteiger	Rafinha	11	[2010,2011,2012,2013,2014,2016,2018,2019,2020,2022,2024]
Bastian Schweinsteiger	Robert Lewandowski	13	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Serge Gnabry	13	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2022,2023,2024]
Bastian Schweinsteiger	Sven Ulreich	11	[2010,2011,2012,2013,2014,2017,2018,2019,2020,2022,2023]
Bastian Schweinsteiger	Thomas Muller	25	[2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2022,2023,2024]
David Alaba	Dayot Upamecano	10	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2024]
David Alaba	Eric Maxim Choupo-Moting	11	[2010,2011,2012,2014,2015,2017,2020,2021,2022,2023,2024]
David Alaba	Franck Ribery	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Harry Kane	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2022,2023,2024]
David Alaba	Jamal Musiala	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Jerome Boateng	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2022,2023,2024]
David Alaba	Joshua Kimmich	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Kingsley Coman	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2021,2022,2023,2024]
David Alaba	Leon Goretzka	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Leroy Sane	13	[2010,2011,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Mario Mandzukic	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Mats Hummels	12	[2010,2011,2012,2013,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Matthijs de Ligt	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Oliver Kahn	12	[2010,2011,2013,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Philipp Lahm	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2021,2022,2023,2024]
David Alaba	Rafinha	12	[2010,2011,2012,2013,2014,2015,2016,2018,2020,2021,2022,2024]
David Alaba	Robert Lewandowski	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Serge Gnabry	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
David Alaba	Sven Ulreich	12	[2010,2011,2012,2013,2014,2015,2017,2018,2020,2021,2022,2023]
David Alaba	Thomas Muller	28	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Dayot Upamecano	Eric Maxim Choupo-Moting	9	[2010,2011,2014,2015,2017,2019,2020,2021,2024]
Dayot Upamecano	Franck Ribery	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Harry Kane	10	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2024]
Dayot Upamecano	Jamal Musiala	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Jerome Boateng	10	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2024]
Dayot Upamecano	Joshua Kimmich	10	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2024]
Dayot Upamecano	Kingsley Coman	10	[2010,2011,2014,2015,2016,2017,2018,2019,2021,2024]
Dayot Upamecano	Leon Goretzka	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Leroy Sane	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Mario Mandzukic	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Mats Hummels	9	[2010,2011,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Matthijs de Ligt	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Oliver Kahn	10	[2010,2011,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Philipp Lahm	10	[2010,2011,2014,2015,2016,2017,2018,2019,2021,2024]
Dayot Upamecano	Rafinha	10	[2010,2011,2014,2015,2016,2018,2019,2020,2021,2024]
Dayot Upamecano	Robert Lewandowski	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Serge Gnabry	11	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dayot Upamecano	Sven Ulreich	9	[2010,2011,2014,2015,2017,2018,2019,2020,2021]
Dayot Upamecano	Thomas Muller	21	[2010,2011,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Eric Maxim Choupo-Moting	Franck Ribery	12	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Harry Kane	11	[2010,2011,2012,2014,2015,2017,2019,2020,2022,2023,2024]
Eric Maxim Choupo-Moting	Jamal Musiala	12	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Jerome Boateng	11	[2010,2011,2012,2014,2015,2017,2019,2020,2022,2023,2024]
Eric Maxim Choupo-Moting	Joshua Kimmich	10	[2010,2011,2014,2015,2017,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Kingsley Coman	11	[2010,2011,2012,2014,2015,2017,2019,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Leon Goretzka	12	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Leroy Sane	11	[2010,2011,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Mario Mandzukic	12	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Mats Hummels	10	[2010,2011,2012,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Matthijs de Ligt	12	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Oliver Kahn	10	[2010,2011,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Philipp Lahm	11	[2010,2011,2012,2014,2015,2017,2019,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Rafinha	10	[2010,2011,2012,2014,2015,2019,2020,2021,2022,2024]
Eric Maxim Choupo-Moting	Robert Lewandowski	12	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Serge Gnabry	12	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eric Maxim Choupo-Moting	Sven Ulreich	11	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023]
Eric Maxim Choupo-Moting	Thomas Muller	23	[2010,2011,2012,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Franck Ribery	Harry Kane	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Franck Ribery	Jamal Musiala	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Jerome Boateng	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Franck Ribery	Joshua Kimmich	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Franck Ribery	Kingsley Coman	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Franck Ribery	Leon Goretzka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Leroy Sane	14	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Mario Mandzukic	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Mats Hummels	13	[2010,2011,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Matthijs de Ligt	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Oliver Kahn	13	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Philipp Lahm	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Franck Ribery	Rafinha	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2024]
Franck Ribery	Robert Lewandowski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Serge Gnabry	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Franck Ribery	Sven Ulreich	13	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023]
Franck Ribery	Thomas Muller	29	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Harry Kane	Jamal Musiala	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Jerome Boateng	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Joshua Kimmich	11	[2010,2011,2014,2015,2016,2017,2018,2020,2022,2023,2024]
Harry Kane	Kingsley Coman	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024]
Harry Kane	Leon Goretzka	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Leroy Sane	13	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Mario Mandzukic	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Mats Hummels	12	[2010,2011,2012,2013,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Matthijs de Ligt	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Oliver Kahn	12	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Philipp Lahm	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024]
Harry Kane	Rafinha	12	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2022,2024]
Harry Kane	Robert Lewandowski	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Serge Gnabry	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Harry Kane	Sven Ulreich	12	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2022,2023]
Harry Kane	Thomas Muller	27	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jamal Musiala	Jerome Boateng	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jamal Musiala	Joshua Kimmich	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Jamal Musiala	Kingsley Coman	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Jamal Musiala	Leon Goretzka	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Leroy Sane	14	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Mario Mandzukic	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Mats Hummels	13	[2010,2011,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Matthijs de Ligt	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Oliver Kahn	13	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Philipp Lahm	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Jamal Musiala	Rafinha	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2024]
Jamal Musiala	Robert Lewandowski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Serge Gnabry	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jamal Musiala	Sven Ulreich	13	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023]
Jamal Musiala	Thomas Muller	29	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jerome Boateng	Joshua Kimmich	11	[2010,2011,2014,2015,2016,2017,2018,2020,2022,2023,2024]
Jerome Boateng	Kingsley Coman	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024]
Jerome Boateng	Leon Goretzka	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Leroy Sane	13	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Mario Mandzukic	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Mats Hummels	12	[2010,2011,2012,2013,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Matthijs de Ligt	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Oliver Kahn	12	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Philipp Lahm	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023,2024]
Jerome Boateng	Rafinha	12	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2022,2024]
Jerome Boateng	Robert Lewandowski	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Serge Gnabry	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jerome Boateng	Sven Ulreich	12	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2022,2023]
Jerome Boateng	Thomas Muller	27	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Joshua Kimmich	Kingsley Coman	11	[2010,2011,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Joshua Kimmich	Leon Goretzka	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Leroy Sane	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Mario Mandzukic	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Mats Hummels	10	[2010,2011,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Matthijs de Ligt	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Oliver Kahn	11	[2010,2011,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Philipp Lahm	11	[2010,2011,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Joshua Kimmich	Rafinha	10	[2010,2011,2014,2015,2016,2018,2020,2021,2022,2024]
Joshua Kimmich	Robert Lewandowski	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Serge Gnabry	12	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Joshua Kimmich	Sven Ulreich	10	[2010,2011,2014,2015,2017,2018,2020,2021,2022,2023]
Joshua Kimmich	Thomas Muller	24	[2010,2011,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Kingsley Coman	Leon Goretzka	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Leroy Sane	13	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Mario Mandzukic	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Mats Hummels	12	[2010,2011,2012,2013,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Matthijs de Ligt	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Oliver Kahn	12	[2010,2011,2013,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Philipp Lahm	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Rafinha	12	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2024]
Kingsley Coman	Robert Lewandowski	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Serge Gnabry	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Kingsley Coman	Sven Ulreich	12	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2021,2022,2023]
Kingsley Coman	Thomas Muller	27	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Leon Goretzka	Leroy Sane	14	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leon Goretzka	Mario Mandzukic	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leon Goretzka	Mats Hummels	13	[2010,2011,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leon Goretzka	Matthijs de Ligt	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leon Goretzka	Oliver Kahn	13	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leon Goretzka	Philipp Lahm	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Leon Goretzka	Rafinha	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2024]
Leon Goretzka	Robert Lewandowski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leon Goretzka	Serge Gnabry	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leon Goretzka	Sven Ulreich	13	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023]
Leon Goretzka	Thomas Muller	29	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leroy Sane	Mario Mandzukic	14	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leroy Sane	Mats Hummels	12	[2010,2011,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leroy Sane	Matthijs de Ligt	14	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leroy Sane	Oliver Kahn	13	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leroy Sane	Philipp Lahm	13	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Leroy Sane	Rafinha	12	[2010,2011,2013,2014,2015,2016,2018,2019,2020,2021,2022,2024]
Leroy Sane	Robert Lewandowski	14	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leroy Sane	Serge Gnabry	14	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Leroy Sane	Sven Ulreich	12	[2010,2011,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023]
