# Player co-occurrence graph for Real Madrid
# Format: player1	player2	total_weight	seasons
Antonio Rudiger	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Antonio Rudiger	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Antonio Rudiger	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Antonio Rudiger	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Antonio Rudiger	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Antonio Rudiger	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Antonio Rudiger	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Antonio Rudiger	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Claude Makelele	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Cristiano Ronaldo	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Casemiro	Dani Carvajal	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	David Alaba	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Eduardo Camavinga	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Federico Valverde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Ferland Mendy	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Gareth Bale	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Casemiro	Iker Casillas	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Jude Bellingham	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Casemiro	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Casemiro	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Casemiro	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Casemiro	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Cristiano Ronaldo	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Claude Makelele	Dani Carvajal	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	David Alaba	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Eduardo Camavinga	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Federico Valverde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Ferland Mendy	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Gareth Bale	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Claude Makelele	Iker Casillas	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Jude Bellingham	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Claude Makelele	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Claude Makelele	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Claude Makelele	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Claude Makelele	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Cristiano Ronaldo	Dani Carvajal	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	David Alaba	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Eduardo Camavinga	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Federico Valverde	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Ferland Mendy	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Gareth Bale	12	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2022,2023,2024]
Cristiano Ronaldo	Iker Casillas	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Jude Bellingham	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Cristiano Ronaldo	Kylian Mbappe	11	[2010,2012,2013,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Luka Modric	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Marcelo	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Raphael Varane	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Raul	12	[2010,2011,2012,2013,2014,2015,2017,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Sergio Ramos	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Thibaut Courtois	12	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2024]
Cristiano Ronaldo	Toni Kroos	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Cristiano Ronaldo	Zinedine Zidane	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Dani Carvajal	David Alaba	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Eduardo Camavinga	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Federico Valverde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Ferland Mendy	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Gareth Bale	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Dani Carvajal	Iker Casillas	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Jude Bellingham	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Dani Carvajal	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Dani Carvajal	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Carvajal	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Eduardo Camavinga	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Federico Valverde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Ferland Mendy	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Gareth Bale	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
David Alaba	Iker Casillas	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Jude Bellingham	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
David Alaba	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
David Alaba	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
David Alaba	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
David Alaba	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Federico Valverde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Ferland Mendy	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Gareth Bale	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Eduardo Camavinga	Iker Casillas	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Jude Bellingham	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Eduardo Camavinga	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Eduardo Camavinga	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Eduardo Camavinga	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Ferland Mendy	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Gareth Bale	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Federico Valverde	Iker Casillas	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Jude Bellingham	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Federico Valverde	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Federico Valverde	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Federico Valverde	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Federico Valverde	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Gareth Bale	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Ferland Mendy	Iker Casillas	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Jude Bellingham	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Ferland Mendy	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Ferland Mendy	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ferland Mendy	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gareth Bale	Iker Casillas	12	[2010,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Jude Bellingham	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Karim Benzema	9	[2010,2011,2012,2013,2015,2016,2017,2022,2024]
Gareth Bale	Kylian Mbappe	11	[2010,2012,2013,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Luka Modric	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Marcelo	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Raphael Varane	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Raul	11	[2010,2011,2012,2013,2015,2017,2019,2020,2022,2023,2024]
Gareth Bale	Sergio Ramos	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Thibaut Courtois	11	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2024]
Gareth Bale	Toni Kroos	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gareth Bale	Zinedine Zidane	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Iker Casillas	Jude Bellingham	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Iker Casillas	Karim Benzema	9	[2010,2012,2013,2014,2015,2016,2017,2022,2024]
Iker Casillas	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Iker Casillas	Luka Modric	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Iker Casillas	Marcelo	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Iker Casillas	Raphael Varane	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Iker Casillas	Raul	12	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Iker Casillas	Sergio Ramos	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Iker Casillas	Thibaut Courtois	12	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Iker Casillas	Toni Kroos	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Iker Casillas	Zinedine Zidane	14	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Karim Benzema	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Jude Bellingham	Kylian Mbappe	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Luka Modric	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Jude Bellingham	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jude Bellingham	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Karim Benzema	Kylian Mbappe	7	[2010,2012,2013,2016,2017,2022,2024]
Karim Benzema	Luka Modric	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Karim Benzema	Marcelo	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Karim Benzema	Raphael Varane	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Karim Benzema	Raul	9	[2010,2011,2012,2013,2014,2015,2017,2022,2024]
Karim Benzema	Sergio Ramos	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Karim Benzema	Thibaut Courtois	9	[2010,2011,2012,2013,2014,2015,2016,2017,2024]
Karim Benzema	Toni Kroos	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Karim Benzema	Zinedine Zidane	10	[2010,2011,2012,2013,2014,2015,2016,2017,2022,2024]
Kylian Mbappe	Luka Modric	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kylian Mbappe	Marcelo	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kylian Mbappe	Raphael Varane	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kylian Mbappe	Raul	10	[2010,2012,2013,2017,2019,2020,2021,2022,2023,2024]
Kylian Mbappe	Sergio Ramos	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kylian Mbappe	Thibaut Courtois	10	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2024]
Kylian Mbappe	Toni Kroos	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kylian Mbappe	Zinedine Zidane	12	[2010,2012,2013,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luka Modric	Marcelo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luka Modric	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luka Modric	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Luka Modric	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luka Modric	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Luka Modric	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luka Modric	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Marcelo	Raphael Varane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Marcelo	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Marcelo	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Marcelo	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Marcelo	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Marcelo	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Raphael Varane	Raul	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Raphael Varane	Sergio Ramos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Raphael Varane	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Raphael Varane	Toni Kroos	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Raphael Varane	Zinedine Zidane	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Raul	Sergio Ramos	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Raul	Thibaut Courtois	11	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2024]
Raul	Toni Kroos	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Raul	Zinedine Zidane	13	[2010,2011,2012,2013,2014,2015,2017,2019,2020,2021,2022,2023,2024]
Sergio Ramos	Thibaut Courtois	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
