# Player co-occurrence graph for Barcelona
# Format: player1	player2	total_weight	seasons
Dani Alves	Marc-Andre ter Stegen	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Dani Alves	Neymar	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Dani Alves	Pedri	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Alves	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Dani Alves	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Alves	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Alves	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Dani Alves	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Dani Alves	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Dani Alves	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Gavi	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Gerard Pique	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Ilkay Gundogan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Inaki Pena	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Frenkie de Jong	Jordi Alba	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Jules Kounde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Lamine Yamal	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Frenkie de Jong	Lionel Messi	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Luis Suarez	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Frenkie de Jong	Marc-Andre ter Stegen	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Frenkie de Jong	Neymar	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Frenkie de Jong	Pedri	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Frenkie de Jong	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Frenkie de Jong	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Frenkie de Jong	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Frenkie de Jong	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Gerard Pique	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Ilkay Gundogan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Inaki Pena	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Gavi	Jordi Alba	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Jules Kounde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Lamine Yamal	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Gavi	Lionel Messi	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Gavi	Luis Suarez	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Gavi	Marc-Andre ter Stegen	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Gavi	Neymar	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Gavi	Pedri	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Gavi	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gavi	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gavi	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Gavi	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Ilkay Gundogan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Inaki Pena	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Gerard Pique	Jordi Alba	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Jules Kounde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Lamine Yamal	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Gerard Pique	Lionel Messi	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Luis Suarez	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Gerard Pique	Marc-Andre ter Stegen	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Gerard Pique	Neymar	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Gerard Pique	Pedri	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Gerard Pique	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gerard Pique	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Gerard Pique	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Gerard Pique	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Inaki Pena	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Ilkay Gundogan	Jordi Alba	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Jules Kounde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Lamine Yamal	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Ilkay Gundogan	Lionel Messi	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Luis Suarez	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Ilkay Gundogan	Marc-Andre ter Stegen	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Ilkay Gundogan	Neymar	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Ilkay Gundogan	Pedri	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Ilkay Gundogan	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Ilkay Gundogan	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ilkay Gundogan	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Ilkay Gundogan	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Inaki Pena	Jordi Alba	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Inaki Pena	Jules Kounde	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Inaki Pena	Lamine Yamal	11	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021]
Inaki Pena	Lionel Messi	11	[2010,2011,2013,2014,2015,2016,2018,2019,2020,2021,2024]
Inaki Pena	Luis Suarez	9	[2010,2013,2014,2015,2017,2019,2020,2021,2024]
Inaki Pena	Marc-Andre ter Stegen	11	[2010,2011,2013,2014,2015,2016,2017,2018,2020,2021,2024]
Inaki Pena	Neymar	11	[2010,2011,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Inaki Pena	Pedri	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Inaki Pena	Raphinha	11	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2021,2024]
Inaki Pena	Robert Lewandowski	10	[2010,2013,2014,2015,2017,2018,2019,2020,2021,2024]
Inaki Pena	Ronald Araujo	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Inaki Pena	Samuel Eto'o	10	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2024]
Inaki Pena	Sergio Busquets	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Inaki Pena	Victor Valdes	10	[2010,2011,2013,2015,2016,2017,2018,2019,2020,2021]
Inaki Pena	Xavi Hernandez	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Jordi Alba	Jules Kounde	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jordi Alba	Lamine Yamal	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Jordi Alba	Lionel Messi	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Jordi Alba	Luis Suarez	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Jordi Alba	Marc-Andre ter Stegen	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Jordi Alba	Neymar	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Jordi Alba	Pedri	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jordi Alba	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Jordi Alba	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Jordi Alba	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jordi Alba	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jordi Alba	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jordi Alba	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Jordi Alba	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jules Kounde	Lamine Yamal	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Jules Kounde	Lionel Messi	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Jules Kounde	Luis Suarez	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Jules Kounde	Marc-Andre ter Stegen	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Jules Kounde	Neymar	12	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2024]
Jules Kounde	Pedri	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jules Kounde	Raphinha	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024]
Jules Kounde	Robert Lewandowski	13	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Jules Kounde	Ronald Araujo	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jules Kounde	Samuel Eto'o	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Jules Kounde	Sergio Busquets	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jules Kounde	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Jules Kounde	Xavi Hernandez	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Lamine Yamal	Lionel Messi	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023]
Lamine Yamal	Luis Suarez	10	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022]
Lamine Yamal	Marc-Andre ter Stegen	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023]
Lamine Yamal	Neymar	11	[2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021]
Lamine Yamal	Pedri	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Lamine Yamal	Raphinha	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Lamine Yamal	Robert Lewandowski	12	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023]
Lamine Yamal	Ronald Araujo	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Lamine Yamal	Samuel Eto'o	12	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2022,2023]
Lamine Yamal	Sergio Busquets	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Lamine Yamal	Victor Valdes	13	[2010,2011,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Lamine Yamal	Xavi Hernandez	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Lionel Messi	Luis Suarez	10	[2010,2012,2013,2014,2015,2019,2020,2021,2022,2024]
Lionel Messi	Marc-Andre ter Stegen	13	[2010,2011,2012,2013,2014,2015,2016,2018,2020,2021,2022,2023,2024]
Lionel Messi	Neymar	11	[2010,2011,2012,2013,2014,2015,2016,2019,2020,2021,2024]
Lionel Messi	Pedri	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Lionel Messi	Raphinha	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2023,2024]
Lionel Messi	Robert Lewandowski	12	[2010,2012,2013,2014,2015,2018,2019,2020,2021,2022,2023,2024]
Lionel Messi	Ronald Araujo	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Lionel Messi	Samuel Eto'o	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2022,2023,2024]
Lionel Messi	Sergio Busquets	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Lionel Messi	Victor Valdes	12	[2010,2011,2012,2013,2015,2016,2018,2019,2020,2021,2022,2023]
Lionel Messi	Xavi Hernandez	14	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2020,2021,2022,2023,2024]
Luis Suarez	Marc-Andre ter Stegen	10	[2010,2012,2013,2014,2015,2017,2020,2021,2022,2024]
Luis Suarez	Neymar	10	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2024]
Luis Suarez	Pedri	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
Luis Suarez	Raphinha	10	[2010,2012,2013,2014,2015,2017,2019,2021,2022,2024]
Luis Suarez	Robert Lewandowski	11	[2010,2012,2013,2014,2015,2017,2019,2020,2021,2022,2024]
