# Player co-occurrence graph for Liverpool
# Format: player1	player2	total_weight	seasons
Andrew Robertson	Fabinho	9	[2010,2011,2012,2014,2016,2017,2018,2023,2024]
Andrew Robertson	Fernando Torres	5	[2010,2011,2014,2017,2018]
Andrew Robertson	Gini Wijnaldum	9	[2010,2011,2012,2014,2016,2017,2018,2023,2024]
Andrew Robertson	Ibrahima Konaté	8	[2010,2011,2012,2014,2016,2017,2023,2024]
Andrew Robertson	James Milner	8	[2010,2011,2012,2014,2016,2017,2018,2023]
Andrew Robertson	Jamie Carragher	6	[2010,2012,2016,2017,2018,2023]
Andrew Robertson	Joe Gomez	7	[2010,2011,2014,2016,2017,2023,2024]
Andrew Robertson	Joel Matip	6	[2010,2011,2012,2016,2018,2024]
Andrew Robertson	Luis Diaz	6	[2010,2014,2016,2018,2023,2024]
Andrew Robertson	Martin Skrtel	7	[2010,2011,2014,2016,2017,2018,2023]
Andrew Robertson	Mohamed Salah	8	[2010,2012,2014,2016,2017,2018,2023,2024]
Andrew Robertson	Roberto Firmino	7	[2010,2012,2014,2016,2017,2018,2024]
Andrew Robertson	Sami Hyypia	4	[2010,2016,2023,2024]
Andrew Robertson	Steven Gerrard	8	[2010,2011,2012,2014,2016,2018,2023,2024]
Andrew Robertson	Thiago Alcantara	9	[2010,2011,2012,2014,2016,2017,2018,2023,2024]
Andrew Robertson	Trent Alexander-Arnold	8	[2010,2012,2014,2016,2017,2018,2023,2024]
Andrew Robertson	Virgil van Dijk	8	[2010,2011,2012,2014,2016,2017,2018,2023]
Andrew Robertson	Xabi Alonso	9	[2010,2011,2012,2014,2016,2017,2018,2023,2024]
Daniel Sturridge	Darwin Nunez	6	[2010,2011,2012,2016,2020,2024]
Daniel Sturridge	Diogo Jota	4	[2010,2011,2021,2023]
Daniel Sturridge	Dominik Szoboszlai	9	[2010,2011,2012,2013,2017,2020,2021,2023,2024]
Daniel Sturridge	Fabinho	11	[2010,2011,2012,2013,2015,2016,2017,2020,2021,2023,2024]
Daniel Sturridge	Fernando Torres	6	[2010,2011,2013,2015,2017,2021]
Daniel Sturridge	Gini Wijnaldum	10	[2010,2011,2012,2013,2015,2016,2017,2020,2023,2024]
Daniel Sturridge	Ibrahima Konaté	10	[2010,2011,2012,2013,2016,2017,2020,2021,2023,2024]
Daniel Sturridge	James Milner	9	[2010,2011,2012,2013,2015,2016,2017,2020,2023]
Daniel Sturridge	Jamie Carragher	7	[2010,2012,2013,2016,2017,2020,2023]
Daniel Sturridge	Joe Gomez	9	[2010,2011,2013,2015,2016,2017,2021,2023,2024]
Daniel Sturridge	Joel Matip	7	[2010,2011,2012,2016,2020,2021,2024]
Daniel Sturridge	Luis Diaz	8	[2010,2013,2015,2016,2020,2021,2023,2024]
Daniel Sturridge	Martin Skrtel	9	[2010,2011,2013,2015,2016,2017,2020,2021,2023]
Daniel Sturridge	Mohamed Salah	10	[2010,2012,2013,2015,2016,2017,2020,2021,2023,2024]
Daniel Sturridge	Roberto Firmino	7	[2010,2012,2015,2016,2017,2021,2024]
Daniel Sturridge	Sami Hyypia	8	[2010,2013,2015,2016,2020,2021,2023,2024]
Daniel Sturridge	Steven Gerrard	9	[2010,2011,2012,2013,2015,2016,2021,2023,2024]
Daniel Sturridge	Thiago Alcantara	11	[2010,2011,2012,2013,2015,2016,2017,2020,2021,2023,2024]
Daniel Sturridge	Trent Alexander-Arnold	8	[2010,2012,2015,2016,2017,2021,2023,2024]
Daniel Sturridge	Virgil van Dijk	9	[2010,2011,2012,2013,2015,2016,2017,2021,2023]
Daniel Sturridge	Xabi Alonso	11	[2010,2011,2012,2013,2015,2016,2017,2020,2021,2023,2024]
Darwin Nunez	Diogo Jota	2	[2010,2011]
Darwin Nunez	Dominik Szoboszlai	6	[2010,2011,2012,2019,2020,2024]
Darwin Nunez	Fabinho	8	[2010,2011,2012,2016,2019,2020,2022,2024]
Darwin Nunez	Fernando Torres	3	[2010,2011,2019]
Darwin Nunez	Gini Wijnaldum	8	[2010,2011,2012,2016,2019,2020,2022,2024]
Darwin Nunez	Ibrahima Konaté	8	[2010,2011,2012,2016,2019,2020,2022,2024]
Darwin Nunez	James Milner	7	[2010,2011,2012,2016,2019,2020,2022]
Darwin Nunez	Jamie Carragher	4	[2010,2012,2016,2020]
Darwin Nunez	Joe Gomez	6	[2010,2011,2016,2019,2022,2024]
Darwin Nunez	Joel Matip	8	[2010,2011,2012,2016,2019,2020,2022,2024]
Darwin Nunez	Luis Diaz	5	[2010,2016,2020,2022,2024]
Darwin Nunez	Martin Skrtel	6	[2010,2011,2016,2019,2020,2022]
Darwin Nunez	Mohamed Salah	6	[2010,2012,2016,2020,2022,2024]
Darwin Nunez	Roberto Firmino	5	[2010,2012,2016,2019,2024]
Darwin Nunez	Sami Hyypia	6	[2010,2016,2019,2020,2022,2024]
Darwin Nunez	Steven Gerrard	7	[2010,2011,2012,2016,2019,2022,2024]
Darwin Nunez	Thiago Alcantara	8	[2010,2011,2012,2016,2019,2020,2022,2024]
Darwin Nunez	Trent Alexander-Arnold	5	[2010,2012,2016,2022,2024]
Darwin Nunez	Virgil van Dijk	6	[2010,2011,2012,2016,2019,2022]
Darwin Nunez	Xabi Alonso	8	[2010,2011,2012,2016,2019,2020,2022,2024]
Diogo Jota	Dominik Szoboszlai	5	[2010,2011,2014,2021,2023]
Diogo Jota	Fabinho	5	[2010,2011,2014,2021,2023]
Diogo Jota	Fernando Torres	4	[2010,2011,2014,2021]
Diogo Jota	Gini Wijnaldum	4	[2010,2011,2014,2023]
Diogo Jota	Ibrahima Konaté	5	[2010,2011,2014,2021,2023]
Diogo Jota	James Milner	4	[2010,2011,2014,2023]
Diogo Jota	Jamie Carragher	2	[2010,2023]
Diogo Jota	Joe Gomez	5	[2010,2011,2014,2021,2023]
Diogo Jota	Joel Matip	3	[2010,2011,2021]
Diogo Jota	Luis Diaz	4	[2010,2014,2021,2023]
Diogo Jota	Martin Skrtel	5	[2010,2011,2014,2021,2023]
Diogo Jota	Mohamed Salah	4	[2010,2014,2021,2023]
Diogo Jota	Roberto Firmino	3	[2010,2014,2021]
Diogo Jota	Sami Hyypia	3	[2010,2021,2023]
Diogo Jota	Steven Gerrard	5	[2010,2011,2014,2021,2023]
Diogo Jota	Thiago Alcantara	5	[2010,2011,2014,2021,2023]
Diogo Jota	Trent Alexander-Arnold	4	[2010,2014,2021,2023]
Diogo Jota	Virgil van Dijk	5	[2010,2011,2014,2021,2023]
Diogo Jota	Xabi Alonso	5	[2010,2011,2014,2021,2023]
Dominik Szoboszlai	Fabinho	12	[2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2023,2024]
Dominik Szoboszlai	Fernando Torres	8	[2010,2011,2013,2014,2017,2018,2019,2021]
Dominik Szoboszlai	Gini Wijnaldum	11	[2010,2011,2012,2013,2014,2017,2018,2019,2020,2023,2024]
Dominik Szoboszlai	Ibrahima Konaté	11	[2010,2011,2012,2013,2014,2017,2019,2020,2021,2023,2024]
Dominik Szoboszlai	James Milner	10	[2010,2011,2012,2013,2014,2017,2018,2019,2020,2023]
Dominik Szoboszlai	Jamie Carragher	7	[2010,2012,2013,2017,2018,2020,2023]
Dominik Szoboszlai	Joe Gomez	9	[2010,2011,2013,2014,2017,2019,2021,2023,2024]
Dominik Szoboszlai	Joel Matip	8	[2010,2011,2012,2018,2019,2020,2021,2024]
Dominik Szoboszlai	Luis Diaz	8	[2010,2013,2014,2018,2020,2021,2023,2024]
Dominik Szoboszlai	Martin Skrtel	10	[2010,2011,2013,2014,2017,2018,2019,2020,2021,2023]
Dominik Szoboszlai	Mohamed Salah	10	[2010,2012,2013,2014,2017,2018,2020,2021,2023,2024]
Dominik Szoboszlai	Roberto Firmino	8	[2010,2012,2014,2017,2018,2019,2021,2024]
Dominik Szoboszlai	Sami Hyypia	7	[2010,2013,2019,2020,2021,2023,2024]
Dominik Szoboszlai	Steven Gerrard	10	[2010,2011,2012,2013,2014,2018,2019,2021,2023,2024]
Dominik Szoboszlai	Thiago Alcantara	12	[2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2023,2024]
Dominik Szoboszlai	Trent Alexander-Arnold	8	[2010,2012,2014,2017,2018,2021,2023,2024]
Dominik Szoboszlai	Virgil van Dijk	10	[2010,2011,2012,2013,2014,2017,2018,2019,2021,2023]
Dominik Szoboszlai	Xabi Alonso	12	[2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2023,2024]
Fabinho	Fernando Torres	9	[2010,2011,2013,2014,2015,2017,2018,2019,2021]
Fabinho	Gini Wijnaldum	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Fabinho	Ibrahima Konaté	13	[2010,2011,2012,2013,2014,2016,2017,2019,2020,2021,2022,2023,2024]
Fabinho	James Milner	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
Fabinho	Jamie Carragher	8	[2010,2012,2013,2016,2017,2018,2020,2023]
Fabinho	Joe Gomez	12	[2010,2011,2013,2014,2015,2016,2017,2019,2021,2022,2023,2024]
Fabinho	Joel Matip	10	[2010,2011,2012,2016,2018,2019,2020,2021,2022,2024]
Fabinho	Luis Diaz	11	[2010,2013,2014,2015,2016,2018,2020,2021,2022,2023,2024]
Fabinho	Martin Skrtel	13	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023]
Fabinho	Mohamed Salah	13	[2010,2012,2013,2014,2015,2016,2017,2018,2020,2021,2022,2023,2024]
Fabinho	Roberto Firmino	10	[2010,2012,2014,2015,2016,2017,2018,2019,2021,2024]
Fabinho	Sami Hyypia	10	[2010,2013,2015,2016,2019,2020,2021,2022,2023,2024]
Fabinho	Steven Gerrard	13	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2021,2022,2023,2024]
Fabinho	Thiago Alcantara	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fabinho	Trent Alexander-Arnold	11	[2010,2012,2014,2015,2016,2017,2018,2021,2022,2023,2024]
Fabinho	Virgil van Dijk	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023]
Fabinho	Xabi Alonso	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Fernando Torres	Gini Wijnaldum	8	[2010,2011,2013,2014,2015,2017,2018,2019]
Fernando Torres	Ibrahima Konaté	7	[2010,2011,2013,2014,2017,2019,2021]
Fernando Torres	James Milner	8	[2010,2011,2013,2014,2015,2017,2018,2019]
Fernando Torres	Jamie Carragher	4	[2010,2013,2017,2018]
Fernando Torres	Joe Gomez	8	[2010,2011,2013,2014,2015,2017,2019,2021]
Fernando Torres	Joel Matip	5	[2010,2011,2018,2019,2021]
Fernando Torres	Luis Diaz	6	[2010,2013,2014,2015,2018,2021]
Fernando Torres	Martin Skrtel	9	[2010,2011,2013,2014,2015,2017,2018,2019,2021]
Fernando Torres	Mohamed Salah	7	[2010,2013,2014,2015,2017,2018,2021]
Fernando Torres	Roberto Firmino	7	[2010,2014,2015,2017,2018,2019,2021]
Fernando Torres	Sami Hyypia	5	[2010,2013,2015,2019,2021]
Fernando Torres	Steven Gerrard	8	[2010,2011,2013,2014,2015,2018,2019,2021]
Fernando Torres	Thiago Alcantara	9	[2010,2011,2013,2014,2015,2017,2018,2019,2021]
Fernando Torres	Trent Alexander-Arnold	6	[2010,2014,2015,2017,2018,2021]
Fernando Torres	Virgil van Dijk	9	[2010,2011,2013,2014,2015,2017,2018,2019,2021]
Fernando Torres	Xabi Alonso	9	[2010,2011,2013,2014,2015,2017,2018,2019,2021]
Gini Wijnaldum	Ibrahima Konaté	12	[2010,2011,2012,2013,2014,2016,2017,2019,2020,2022,2023,2024]
Gini Wijnaldum	James Milner	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
Gini Wijnaldum	Jamie Carragher	8	[2010,2012,2013,2016,2017,2018,2020,2023]
Gini Wijnaldum	Joe Gomez	11	[2010,2011,2013,2014,2015,2016,2017,2019,2022,2023,2024]
Gini Wijnaldum	Joel Matip	9	[2010,2011,2012,2016,2018,2019,2020,2022,2024]
Gini Wijnaldum	Luis Diaz	10	[2010,2013,2014,2015,2016,2018,2020,2022,2023,2024]
Gini Wijnaldum	Martin Skrtel	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
Gini Wijnaldum	Mohamed Salah	12	[2010,2012,2013,2014,2015,2016,2017,2018,2020,2022,2023,2024]
Gini Wijnaldum	Roberto Firmino	9	[2010,2012,2014,2015,2016,2017,2018,2019,2024]
Gini Wijnaldum	Sami Hyypia	9	[2010,2013,2015,2016,2019,2020,2022,2023,2024]
Gini Wijnaldum	Steven Gerrard	12	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2022,2023,2024]
Gini Wijnaldum	Thiago Alcantara	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Gini Wijnaldum	Trent Alexander-Arnold	10	[2010,2012,2014,2015,2016,2017,2018,2022,2023,2024]
Gini Wijnaldum	Virgil van Dijk	12	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023]
Gini Wijnaldum	Xabi Alonso	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023,2024]
Ibrahima Konaté	James Milner	11	[2010,2011,2012,2013,2014,2016,2017,2019,2020,2022,2023]
Ibrahima Konaté	Jamie Carragher	7	[2010,2012,2013,2016,2017,2020,2023]
Ibrahima Konaté	Joe Gomez	11	[2010,2011,2013,2014,2016,2017,2019,2021,2022,2023,2024]
Ibrahima Konaté	Joel Matip	9	[2010,2011,2012,2016,2019,2020,2021,2022,2024]
Ibrahima Konaté	Luis Diaz	9	[2010,2013,2014,2016,2020,2021,2022,2023,2024]
Ibrahima Konaté	Martin Skrtel	11	[2010,2011,2013,2014,2016,2017,2019,2020,2021,2022,2023]
Ibrahima Konaté	Mohamed Salah	11	[2010,2012,2013,2014,2016,2017,2020,2021,2022,2023,2024]
Ibrahima Konaté	Roberto Firmino	8	[2010,2012,2014,2016,2017,2019,2021,2024]
Ibrahima Konaté	Sami Hyypia	9	[2010,2013,2016,2019,2020,2021,2022,2023,2024]
Ibrahima Konaté	Steven Gerrard	11	[2010,2011,2012,2013,2014,2016,2019,2021,2022,2023,2024]
Ibrahima Konaté	Thiago Alcantara	13	[2010,2011,2012,2013,2014,2016,2017,2019,2020,2021,2022,2023,2024]
Ibrahima Konaté	Trent Alexander-Arnold	9	[2010,2012,2014,2016,2017,2021,2022,2023,2024]
Ibrahima Konaté	Virgil van Dijk	11	[2010,2011,2012,2013,2014,2016,2017,2019,2021,2022,2023]
Ibrahima Konaté	Xabi Alonso	13	[2010,2011,2012,2013,2014,2016,2017,2019,2020,2021,2022,2023,2024]
James Milner	Jamie Carragher	8	[2010,2012,2013,2016,2017,2018,2020,2023]
James Milner	Joe Gomez	10	[2010,2011,2013,2014,2015,2016,2017,2019,2022,2023]
James Milner	Joel Matip	8	[2010,2011,2012,2016,2018,2019,2020,2022]
James Milner	Luis Diaz	9	[2010,2013,2014,2015,2016,2018,2020,2022,2023]
James Milner	Martin Skrtel	12	[2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
James Milner	Mohamed Salah	11	[2010,2012,2013,2014,2015,2016,2017,2018,2020,2022,2023]
James Milner	Roberto Firmino	8	[2010,2012,2014,2015,2016,2017,2018,2019]
James Milner	Sami Hyypia	8	[2010,2013,2015,2016,2019,2020,2022,2023]
James Milner	Steven Gerrard	11	[2010,2011,2012,2013,2014,2015,2016,2018,2019,2022,2023]
James Milner	Thiago Alcantara	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
James Milner	Trent Alexander-Arnold	9	[2010,2012,2014,2015,2016,2017,2018,2022,2023]
James Milner	Virgil van Dijk	12	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023]
James Milner	Xabi Alonso	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022,2023]
Jamie Carragher	Joe Gomez	5	[2010,2013,2016,2017,2023]
Jamie Carragher	Joel Matip	5	[2010,2012,2016,2018,2020]
Jamie Carragher	Luis Diaz	6	[2010,2013,2016,2018,2020,2023]
Jamie Carragher	Martin Skrtel	7	[2010,2013,2016,2017,2018,2020,2023]
Jamie Carragher	Mohamed Salah	8	[2010,2012,2013,2016,2017,2018,2020,2023]
Jamie Carragher	Roberto Firmino	5	[2010,2012,2016,2017,2018]
Jamie Carragher	Sami Hyypia	5	[2010,2013,2016,2020,2023]
Jamie Carragher	Steven Gerrard	6	[2010,2012,2013,2016,2018,2023]
Jamie Carragher	Thiago Alcantara	8	[2010,2012,2013,2016,2017,2018,2020,2023]
Jamie Carragher	Trent Alexander-Arnold	6	[2010,2012,2016,2017,2018,2023]
Jamie Carragher	Virgil van Dijk	7	[2010,2012,2013,2016,2017,2018,2023]
Jamie Carragher	Xabi Alonso	8	[2010,2012,2013,2016,2017,2018,2020,2023]
Joe Gomez	Joel Matip	7	[2010,2011,2016,2019,2021,2022,2024]
Joe Gomez	Luis Diaz	9	[2010,2013,2014,2015,2016,2021,2022,2023,2024]
Joe Gomez	Martin Skrtel	11	[2010,2011,2013,2014,2015,2016,2017,2019,2021,2022,2023]
Joe Gomez	Mohamed Salah	10	[2010,2013,2014,2015,2016,2017,2021,2022,2023,2024]
Joe Gomez	Roberto Firmino	8	[2010,2014,2015,2016,2017,2019,2021,2024]
Joe Gomez	Sami Hyypia	9	[2010,2013,2015,2016,2019,2021,2022,2023,2024]
Joe Gomez	Steven Gerrard	11	[2010,2011,2013,2014,2015,2016,2019,2021,2022,2023,2024]
Joe Gomez	Thiago Alcantara	12	[2010,2011,2013,2014,2015,2016,2017,2019,2021,2022,2023,2024]
Joe Gomez	Trent Alexander-Arnold	9	[2010,2014,2015,2016,2017,2021,2022,2023,2024]
Joe Gomez	Virgil van Dijk	11	[2010,2011,2013,2014,2015,2016,2017,2019,2021,2022,2023]
Joe Gomez	Xabi Alonso	12	[2010,2011,2013,2014,2015,2016,2017,2019,2021,2022,2023,2024]
Joel Matip	Luis Diaz	7	[2010,2016,2018,2020,2021,2022,2024]
Joel Matip	Martin Skrtel	8	[2010,2011,2016,2018,2019,2020,2021,2022]
Joel Matip	Mohamed Salah	8	[2010,2012,2016,2018,2020,2021,2022,2024]
Joel Matip	Roberto Firmino	7	[2010,2012,2016,2018,2019,2021,2024]
Joel Matip	Sami Hyypia	7	[2010,2016,2019,2020,2021,2022,2024]
Joel Matip	Steven Gerrard	9	[2010,2011,2012,2016,2018,2019,2021,2022,2024]
Joel Matip	Thiago Alcantara	10	[2010,2011,2012,2016,2018,2019,2020,2021,2022,2024]
Joel Matip	Trent Alexander-Arnold	7	[2010,2012,2016,2018,2021,2022,2024]
Joel Matip	Virgil van Dijk	8	[2010,2011,2012,2016,2018,2019,2021,2022]
Joel Matip	Xabi Alonso	10	[2010,2011,2012,2016,2018,2019,2020,2021,2022,2024]
Luis Diaz	Martin Skrtel	10	[2010,2013,2014,2015,2016,2018,2020,2021,2022,2023]
Luis Diaz	Mohamed Salah	11	[2010,2013,2014,2015,2016,2018,2020,2021,2022,2023,2024]
Luis Diaz	Roberto Firmino	7	[2010,2014,2015,2016,2018,2021,2024]
Luis Diaz	Sami Hyypia	9	[2010,2013,2015,2016,2020,2021,2022,2023,2024]
Luis Diaz	Steven Gerrard	10	[2010,2013,2014,2015,2016,2018,2021,2022,2023,2024]
Luis Diaz	Thiago Alcantara	11	[2010,2013,2014,2015,2016,2018,2020,2021,2022,2023,2024]
Luis Diaz	Trent Alexander-Arnold	9	[2010,2014,2015,2016,2018,2021,2022,2023,2024]
Luis Diaz	Virgil van Dijk	9	[2010,2013,2014,2015,2016,2018,2021,2022,2023]
