# Player co-occurrence graph for Legia Warszawa
# Format: player1	player2	total_weight	seasons
Bartosz Kapustka	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Bartosz Kapustka	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Bartosz Kapustka	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Bartosz Kapustka	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Bartosz Kapustka	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Bartosz Kapustka	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Bartosz Kapustka	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Bartosz Kapustka	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Bartosz Kapustka	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Bartosz Kapustka	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Carlitos	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Ernest Muçi	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Jakub Rzeźniczak	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Josue	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Kacper Tobiasz	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Krzysztof Mączyński	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Luquinhas	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Blaz Kramer	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Blaz Kramer	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Blaz Kramer	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Blaz Kramer	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Ernest Muçi	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Jakub Rzeźniczak	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Josue	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Kacper Tobiasz	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Krzysztof Mączyński	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Luquinhas	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Maik Nawrocki	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Marc Gual	13	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2024]
Carlitos	Michał Pazdan	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Miroslav Radović	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Nemanja Nikolić	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Radosław Cierzniak	12	[2010,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2024]
Carlitos	Tomasz Brzyski	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Tomasz Jodłowiec	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Carlitos	Vadis Odjidja-Ofoe	13	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2023,2024]
Carlitos	Yuri Ribeiro	14	[2010,2011,2012,2013,2014,2015,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Jakub Rzeźniczak	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Josue	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Kacper Tobiasz	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Krzysztof Mączyński	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Luquinhas	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Ernest Muçi	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Ernest Muçi	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Ernest Muçi	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Ernest Muçi	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Josue	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Kacper Tobiasz	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Krzysztof Mączyński	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Luquinhas	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Jakub Rzeźniczak	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Jakub Rzeźniczak	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Jakub Rzeźniczak	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Jakub Rzeźniczak	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Kacper Tobiasz	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Krzysztof Mączyński	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Luquinhas	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Josue	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Josue	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Josue	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Josue	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Krzysztof Mączyński	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Luquinhas	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Kacper Tobiasz	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Kacper Tobiasz	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Kacper Tobiasz	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Kacper Tobiasz	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Luquinhas	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Krzysztof Mączyński	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Krzysztof Mączyński	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Krzysztof Mączyński	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Krzysztof Mączyński	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luquinhas	Maik Nawrocki	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luquinhas	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Luquinhas	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luquinhas	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luquinhas	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luquinhas	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Luquinhas	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luquinhas	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Luquinhas	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Luquinhas	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Maik Nawrocki	Marc Gual	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Maik Nawrocki	Michał Pazdan	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Maik Nawrocki	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Maik Nawrocki	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Maik Nawrocki	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Maik Nawrocki	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Maik Nawrocki	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Maik Nawrocki	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
Maik Nawrocki	Yuri Ribeiro	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Marc Gual	Michał Pazdan	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Marc Gual	Miroslav Radović	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Marc Gual	Nemanja Nikolić	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Marc Gual	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Marc Gual	Tomasz Brzyski	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Marc Gual	Tomasz Jodłowiec	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Marc Gual	Vadis Odjidja-Ofoe	13	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2024]
Marc Gual	Yuri Ribeiro	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Michał Pazdan	Miroslav Radović	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Michał Pazdan	Nemanja Nikolić	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Michał Pazdan	Radosław Cierzniak	13	[2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024]
Michał Pazdan	Tomasz Brzyski	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Michał Pazdan	Tomasz Jodłowiec	15	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024]
Michał Pazdan	Vadis Odjidja-Ofoe	14	[2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,2024]
